Дата и время      	Тип события	Описание
18.07.2020 6:39:00	Аудит      	Тревога оценена на устройстве "139.ФСК - Стадион" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:39:00	Аудит      	Просмотр камеры "139.ФСК - Стадион" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:39:00	Аудит      	Устройство "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:39:00	Аудит      	Тревога оценена на устройстве "129.СГИ - Центральный вход" сервера "KBGU-AXXON-2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:53	Аудит      	Просмотр камеры "129.СГИ - Центральный вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:53	Аудит      	Устройство "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:52	Аудит      	Тревога оценена на устройстве "27.Общежитие №7 - задний двор 1" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:42	Аудит      	Просмотр камеры "27.Общежитие №7 - задний двор 1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:23	Аудит      	Устройство "22.МедКолледж новый - СКУД" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:22	Аудит      	Тревога оценена на устройстве "22.МедКолледж новый - СКУД" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:22	Аудит      	Просмотр камеры "22.МедКолледж новый - СКУД" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:22	Аудит      	Устройство "119.Общежитие 4 - Лица" сервера "KBSU-AXXON-5": Тревога классифицирована как ложная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:21	Аудит      	Тревога оценена на устройстве "119.Общежитие 4 - Лица" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:21	Аудит      	Снятие с охраны устройства "119.Общежитие 4 - Лица" сервера "KBSU-AXXON-5", пользователь "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:15	Аудит      	Просмотр камеры "119.Общежитие 4 - Лица" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:13	Аудит      	Устройство "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:12	Аудит      	Тревога оценена на устройстве "171.Общежитие №7 - Вход" сервера "KBGU-AXXON-3" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:12	Аудит      	Просмотр камеры "171.Общежитие №7 - Вход" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:12	Аудит      	Устройство "97.Общежитие №5 - аллея" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:12	Аудит      	Тревога оценена на устройстве "97.Общежитие №5 - аллея" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:11	Аудит      	Просмотр камеры "97.Общежитие №5 - аллея" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:11	Аудит      	Устройство "148.Модуль" сервера "KBSU-AXXON-5": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:38:11	Аудит      	Тревога оценена на устройстве "148.Модуль" сервера "KBSU-AXXON-5" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:37:23	Аудит      	Просмотр камеры "148.Модуль" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:37:20	Аудит      	Устройство "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:37:19	Аудит      	Тревога оценена на устройстве "28.Общежитие №7 - задний двор 2" сервера "KBGU-AXXON-1" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:37:19	Аудит      	Просмотр камеры "28.Общежитие №7 - задний двор 2" пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
18.07.2020 6:37:19	Аудит      	Устройство "21.МедКолледж новый - Холл" сервера "KBGU-AXXON-1": Тревога классифицирована как подозрительная пользователем "Оператор"/"Murat" с IP-адреса "192.168.1.69"
